Time (s)	O2 conc. (ppm)
333.50	2.100E+05	21.0
333.97	2.100E+05	21.0
334.45	2.100E+05	21.0
334.95	2.100E+05	21.0
335.42	2.100E+05	21.0
335.93	2.101E+05	21.0
336.43	2.100E+05	21.0
336.93	2.101E+05	21.0
337.43	2.101E+05	21.0
337.91	2.100E+05	21.0
338.41	2.100E+05	21.0
338.88	2.100E+05	21.0
339.41	2.101E+05	21.0
339.91	2.100E+05	21.0
340.41	2.100E+05	21.0
340.92	2.100E+05	21.0
341.41	2.101E+05	21.0
341.91	2.101E+05	21.0
342.41	2.101E+05	21.0
342.92	2.101E+05	21.0
343.42	2.101E+05	21.0
343.92	2.101E+05	21.0
344.42	2.100E+05	21.0
344.92	2.100E+05	21.0
345.43	2.101E+05	21.0
345.93	2.101E+05	21.0
346.43	2.101E+05	21.0
346.93	2.101E+05	21.0
347.46	2.101E+05	21.0
347.96	2.101E+05	21.0
348.46	2.101E+05	21.0
348.96	2.101E+05	21.0
349.46	2.101E+05	21.0
349.96	2.101E+05	21.0
350.46	2.101E+05	21.0
350.97	2.101E+05	21.0
351.47	2.101E+05	21.0
351.99	2.101E+05	21.0
352.49	2.101E+05	21.0
352.99	2.101E+05	21.0
353.50	2.101E+05	21.0
354.00	2.101E+05	21.0
354.50	2.101E+05	21.0
